CZE Czech-Republic T L6 2017 2270
CZE Czech-Republic F L7 2013 271
CZE Czech-Republic M L7 2013 1536
CZE Czech-Republic T L7 2013 1807
CZE Czech-Republic F L7 2014 268
CZE Czech-Republic M L7 2014 1420
CZE Czech-Republic T L7 2014 1688
CZE Czech-Republic F L7 2015 173
CZE Czech-Republic M L7 2015 1328
CZE Czech-Republic T L7 2015 1501
CZE Czech-Republic F L7 2016 209
CZE Czech-Republic M L7 2016 1293
CZE Czech-Republic T L7 2016 1502
CZE Czech-Republic F L7 2017 248
CZE Czech-Republic M L7 2017 1369
CZE Czech-Republic T L7 2017 1617
CZE Czech-Republic F L8 2010 11
CZE Czech-Republic M L8 2010 64
CZE Czech-Republic T L8 2010 75
CZE Czech-Republic F L8 2011 12
CZE Czech-Republic M L8 2011 69
CZE Czech-Republic T L8 2011 81
CZE Czech-Republic F L8 2012 10
CZE Czech-Republic M L8 2012 87
CZE Czech-Republic T L8 2012 97
CZE Czech-Republic F L8 2013 10
CZE Czech-Republic M L8 2013 91
CZE Czech-Republic T L8 2013 101
CZE Czech-Republic F L8 2014 8
CZE Czech-Republic M L8 2014 71
CZE Czech-Republic T L8 2014 79
CZE Czech-Republic F L8 2015 8
CZE Czech-Republic M L8 2015 68
CZE Czech-Republic T L8 2015 76
CZE Czech-Republic F L8 2016 7
CZE Czech-Republic M L8 2016 79
CZE Czech-Republic T L8 2016 86
CZE Czech-Republic F L8 2017 9
CZE Czech-Republic M L8 2017 68
CZE Czech-Republic T L8 2017 77
DEU Germany F L6 2013 2195
DEU Germany M L6 2013 11156
DEU Germany T L6 2013 13351
DEU Germany F L6 2014 2531
DEU Germany M L6 2014 12024
DEU Germany T L6 2014 14555
DEU Germany F L6 2015 2875
DEU Germany M L6 2015 12961
DEU Germany T L6 2015 15836
DEU Germany F L6 2016 2938
DEU Germany M L6 2016 12992
DEU Germany T L6 2016 15931
DEU Germany F L6 2017 3230
DEU Germany M L6 2017 13231
DEU Germany T L6 2017 16461
DEU Germany F L7 2013 1061
DEU Germany M L7 2013 6090
DEU Germany T L7 2013 7151
DEU Germany F L7 2014 1146
DEU Germany M L7 2014 6089
DEU Germany T L7 2014 7235
DEU Germany F L7 2015 1339
DEU Germany M L7 2015 6477
DEU Germany T L7 2015 7816
DEU Germany F L7 2016 1507
DEU Germany M L7 2016 6873
DEU Germany T L7 2016 8380
DEU Germany F L7 2017 1806
DEU Germany M L7 2017 7491
DEU Germany T L7 2017 9297
DEU Germany F L8 2013 133
DEU Germany M L8 2013 808
DEU Germany T L8 2013 941
DEU Germany F L8 2014 148
DEU Germany M L8 2014 846
DEU Germany T L8 2014 994
DEU Germany F L8 2015 152
DEU Germany M L8 2015 951
DEU Germany T L8 2015 1103
DEU Germany F L8 2016 150
DEU Germany M L8 2016 871
DEU Germany T L8 2016 1021
DEU Germany F L8 2017 152
DEU Germany M L8 2017 821
DEU Germany T L8 2017 973
DNK Denmark F L6 2010 163
DNK Denmark M L6 2010 684
DNK Denmark T L6 2010 847
DNK Denmark F L6 2011 270
DNK Denmark M L6 2011 816
DNK Denmark T L6 2011 1086
DNK Denmark F L6 2012 304
DNK Denmark M L6 2012 815
DNK Denmark T L6 2012 1119
DNK Denmark F L6 2013 320
DNK Denmark M L6 2013 957
DNK Denmark T L6 2013 1277
DNK Denmark F L6 2014 357
DNK Denmark M L6 2014 1180
DNK Denmark T L6 2014 1537
DNK Denmark F L6 2015 167
DNK Denmark M L6 2015 1185
DNK Denmark T L6 2015 1352
DNK Denmark F L6 2016 207
DNK Denmark M L6 2016 1240
DNK Denmark T L6 2016 1447
DNK Denmark F L6 2017 248
DNK Denmark M L6 2017 1243
DNK Denmark T L6 2017 1491
DNK Denmark F L7 2010 162
DNK Denmark M L7 2010 711
DNK Denmark T L7 2010 873
DNK Denmark F L7 2011 197
DNK Denmark M L7 2011 713
DNK Denmark T L7 2011 910
